"Data File","Setup Time","Position","Plate Type","Strain Type","Sample Number","Strain Name","Strain Number","Other","Hour","A01","A02","A03","A04","A05","A06","A07","A08","A09","A10","A11","A12","B01","B02","B03","B04","B05","B06","B07","B08","B09","B10","B11","B12","C01","C02","C03","C04","C05","C06","C07","C08","C09","C10","C11","C12","D01","D02","D03","D04","D05","D06","D07","D08","D09","D10","D11","D12","E01","E02","E03","E04","E05","E06","E07","E08","E09","E10","E11","E12","F01","F02","F03","F04","F05","F06","F07","F08","F09","F10","F11","F12","G01","G02","G03","G04","G05","G06","G07","G08","G09","G10","G11","G12","H01","H02","H03","H04","H05","H06","H07","H08","H09","H10","H11","H12"
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",13.00,56.00,41.00,42.00,45.00,40.00,139.00,28.00,37.00,50.00,45.00,49.00,85.00,88.00,90.00,16.00,26.00,60.00,21.00,21.00,20.00,33.00,20.00,23.00,86.00,44.00,23.00,31.00,34.00,34.00,25.00,143.00,18.00,109.00,31.00,30.00,49.00,198.00,19.00,23.00,22.00,14.00,37.00,52.00,23.00,17.00,18.00,14.00,29.00,35.00,19.00,15.00,15.00,151.00,11.00,13.00,16.00,67.00,11.00,11.00,71.00,84.00,16.00,64.00,14.00,15.00,17.00,19.00,14.00,23.00,34.00,21.00,28.00,22.00,36.00,13.00,13.00,13.00,11.00,11.00,18.00,11.00,11.00,22.00,28.00,38.00,26.00,26.00,19.00,13.00,13.00,13.00,13.00,79.00,11.00,24.00,35.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",13.25,52.00,34.00,41.00,40.00,35.00,138.00,28.00,35.00,49.00,45.00,48.00,82.00,82.00,86.00,12.00,23.00,56.00,19.00,18.00,18.00,29.00,18.00,22.00,84.00,41.00,21.00,29.00,32.00,32.00,25.00,141.00,16.00,110.00,27.00,25.00,47.00,198.00,15.00,20.00,20.00,11.00,33.00,46.00,21.00,14.00,16.00,11.00,28.00,31.00,15.00,14.00,11.00,148.00,11.00,11.00,11.00,68.00,11.00,11.00,70.00,81.00,15.00,61.00,13.00,13.00,16.00,15.00,11.00,20.00,33.00,18.00,27.00,20.00,33.00,13.00,12.00,12.00,11.00,11.00,15.00,11.00,11.00,21.00,26.00,34.00,23.00,20.00,14.00,11.00,11.00,11.00,12.00,81.00,11.00,24.00,36.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",13.50,58.00,41.00,45.00,43.00,39.00,144.00,28.00,39.00,50.00,47.00,49.00,83.00,89.00,92.00,17.00,26.00,59.00,22.00,23.00,21.00,33.00,21.00,25.00,85.00,45.00,24.00,32.00,34.00,35.00,27.00,146.00,17.00,113.00,31.00,27.00,50.00,202.00,20.00,23.00,21.00,16.00,37.00,51.00,23.00,16.00,17.00,14.00,30.00,33.00,19.00,15.00,16.00,153.00,11.00,13.00,15.00,72.00,11.00,11.00,73.00,89.00,17.00,63.00,13.00,15.00,17.00,19.00,11.00,23.00,36.00,19.00,30.00,24.00,38.00,15.00,15.00,15.00,12.00,12.00,20.00,11.00,11.00,24.00,26.00,37.00,27.00,25.00,21.00,13.00,13.00,13.00,12.00,83.00,13.00,25.00,38.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",13.75,60.00,41.00,43.00,42.00,42.00,144.00,28.00,40.00,52.00,45.00,51.00,84.00,90.00,92.00,17.00,26.00,61.00,21.00,22.00,21.00,33.00,21.00,24.00,86.00,47.00,23.00,31.00,33.00,35.00,27.00,149.00,18.00,117.00,30.00,25.00,48.00,206.00,20.00,23.00,22.00,15.00,36.00,49.00,23.00,16.00,18.00,13.00,30.00,34.00,20.00,16.00,16.00,156.00,11.00,12.00,16.00,72.00,11.00,11.00,73.00,90.00,18.00,64.00,14.00,16.00,19.00,19.00,13.00,25.00,36.00,18.00,29.00,26.00,40.00,14.00,14.00,14.00,11.00,12.00,18.00,11.00,11.00,23.00,27.00,41.00,29.00,25.00,22.00,12.00,14.00,13.00,13.00,85.00,12.00,22.00,37.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",14.00,53.00,38.00,41.00,43.00,38.00,144.00,29.00,37.00,50.00,47.00,50.00,84.00,87.00,92.00,15.00,24.00,57.00,21.00,20.00,20.00,31.00,21.00,24.00,86.00,43.00,23.00,32.00,32.00,34.00,25.00,149.00,18.00,119.00,31.00,29.00,50.00,206.00,16.00,20.00,21.00,14.00,38.00,49.00,21.00,18.00,17.00,15.00,28.00,31.00,18.00,11.00,14.00,154.00,11.00,11.00,12.00,74.00,11.00,11.00,72.00,91.00,17.00,62.00,13.00,14.00,16.00,19.00,13.00,23.00,34.00,19.00,29.00,22.00,35.00,13.00,13.00,12.00,11.00,11.00,19.00,11.00,12.00,23.00,27.00,37.00,23.00,21.00,19.00,11.00,12.00,13.00,13.00,89.00,12.00,24.00,37.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",14.25,58.00,42.00,43.00,44.00,42.00,144.00,27.00,38.00,52.00,49.00,49.00,83.00,90.00,95.00,18.00,25.00,62.00,21.00,21.00,20.00,33.00,20.00,25.00,85.00,44.00,25.00,32.00,34.00,33.00,26.00,154.00,17.00,121.00,31.00,27.00,50.00,209.00,20.00,24.00,23.00,15.00,39.00,52.00,23.00,19.00,17.00,15.00,29.00,34.00,18.00,16.00,15.00,158.00,11.00,14.00,16.00,76.00,11.00,11.00,72.00,93.00,19.00,64.00,14.00,15.00,20.00,20.00,13.00,24.00,36.00,19.00,28.00,23.00,38.00,14.00,14.00,14.00,12.00,11.00,18.00,13.00,13.00,24.00,27.00,37.00,26.00,25.00,20.00,14.00,13.00,13.00,13.00,88.00,13.00,25.00,37.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",14.50,53.00,38.00,43.00,42.00,36.00,145.00,27.00,37.00,51.00,45.00,50.00,81.00,88.00,95.00,17.00,24.00,58.00,23.00,21.00,22.00,34.00,20.00,25.00,85.00,43.00,23.00,29.00,34.00,33.00,26.00,151.00,18.00,124.00,30.00,27.00,49.00,210.00,17.00,25.00,22.00,15.00,38.00,50.00,21.00,17.00,16.00,13.00,29.00,34.00,17.00,15.00,14.00,157.00,11.00,13.00,15.00,74.00,11.00,11.00,72.00,95.00,18.00,62.00,14.00,16.00,19.00,16.00,11.00,23.00,35.00,19.00,28.00,23.00,37.00,12.00,14.00,14.00,11.00,11.00,16.00,11.00,11.00,23.00,26.00,36.00,26.00,24.00,18.00,14.00,11.00,14.00,13.00,89.00,11.00,25.00,37.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",14.75,57.00,41.00,42.00,44.00,41.00,148.00,25.00,35.00,49.00,44.00,49.00,83.00,91.00,98.00,15.00,24.00,59.00,20.00,19.00,20.00,30.00,18.00,23.00,84.00,45.00,21.00,30.00,33.00,34.00,24.00,155.00,16.00,124.00,29.00,26.00,48.00,213.00,18.00,24.00,24.00,14.00,36.00,49.00,22.00,16.00,14.00,13.00,27.00,34.00,19.00,14.00,15.00,160.00,11.00,11.00,13.00,76.00,11.00,11.00,71.00,96.00,17.00,62.00,14.00,13.00,16.00,16.00,11.00,22.00,35.00,16.00,26.00,25.00,36.00,13.00,13.00,11.00,11.00,11.00,16.00,11.00,11.00,19.00,26.00,37.00,28.00,24.00,21.00,13.00,13.00,11.00,11.00,90.00,11.00,22.00,32.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",15.00,51.00,34.00,38.00,38.00,35.00,144.00,28.00,36.00,51.00,44.00,48.00,82.00,86.00,94.00,15.00,24.00,55.00,21.00,20.00,19.00,31.00,19.00,22.00,85.00,40.00,22.00,28.00,30.00,31.00,23.00,153.00,16.00,129.00,29.00,28.00,47.00,212.00,16.00,19.00,17.00,14.00,35.00,45.00,20.00,15.00,16.00,13.00,29.00,33.00,17.00,11.00,11.00,156.00,11.00,11.00,12.00,79.00,11.00,11.00,74.00,97.00,16.00,62.00,12.00,13.00,16.00,17.00,11.00,21.00,34.00,17.00,29.00,21.00,34.00,12.00,12.00,11.00,11.00,11.00,18.00,11.00,11.00,23.00,27.00,34.00,24.00,21.00,16.00,11.00,12.00,14.00,11.00,95.00,11.00,24.00,38.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",15.25,56.00,40.00,43.00,42.00,39.00,146.00,28.00,38.00,50.00,46.00,50.00,86.00,89.00,99.00,15.00,26.00,59.00,22.00,22.00,20.00,33.00,23.00,24.00,85.00,42.00,24.00,31.00,32.00,33.00,26.00,160.00,18.00,130.00,31.00,28.00,50.00,216.00,19.00,23.00,23.00,14.00,38.00,48.00,22.00,17.00,16.00,14.00,31.00,31.00,18.00,14.00,14.00,160.00,11.00,12.00,17.00,79.00,11.00,11.00,74.00,102.00,17.00,63.00,13.00,16.00,20.00,18.00,13.00,25.00,38.00,18.00,30.00,23.00,39.00,14.00,13.00,15.00,11.00,11.00,19.00,12.00,13.00,23.00,29.00,38.00,26.00,24.00,20.00,13.00,12.00,16.00,14.00,97.00,13.00,26.00,37.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",15.50,55.00,39.00,42.00,41.00,38.00,148.00,26.00,35.00,51.00,45.00,48.00,84.00,89.00,99.00,14.00,25.00,57.00,21.00,21.00,19.00,33.00,21.00,22.00,85.00,41.00,24.00,29.00,34.00,32.00,24.00,158.00,16.00,131.00,30.00,28.00,49.00,218.00,19.00,24.00,21.00,15.00,36.00,47.00,21.00,16.00,17.00,12.00,29.00,33.00,18.00,13.00,14.00,162.00,11.00,11.00,15.00,78.00,11.00,11.00,72.00,103.00,17.00,63.00,12.00,15.00,16.00,18.00,13.00,23.00,35.00,19.00,28.00,21.00,37.00,13.00,13.00,14.00,11.00,11.00,17.00,11.00,11.00,21.00,26.00,35.00,25.00,24.00,18.00,11.00,14.00,11.00,11.00,95.00,11.00,23.00,35.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",15.75,54.00,38.00,41.00,42.00,39.00,151.00,28.00,39.00,52.00,46.00,50.00,85.00,89.00,101.00,16.00,25.00,58.00,23.00,21.00,22.00,33.00,23.00,24.00,86.00,43.00,24.00,32.00,33.00,35.00,25.00,163.00,17.00,137.00,31.00,27.00,49.00,221.00,18.00,24.00,21.00,14.00,37.00,46.00,23.00,17.00,18.00,14.00,30.00,35.00,20.00,15.00,14.00,164.00,11.00,12.00,16.00,82.00,12.00,12.00,73.00,108.00,17.00,63.00,13.00,16.00,20.00,19.00,13.00,24.00,36.00,22.00,29.00,22.00,37.00,15.00,15.00,15.00,12.00,13.00,19.00,12.00,13.00,22.00,28.00,37.00,26.00,23.00,19.00,15.00,11.00,14.00,14.00,99.00,13.00,25.00,36.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",16.00,54.00,39.00,40.00,41.00,38.00,148.00,26.00,37.00,49.00,46.00,47.00,84.00,89.00,101.00,14.00,25.00,58.00,21.00,22.00,22.00,33.00,22.00,22.00,87.00,41.00,24.00,29.00,31.00,33.00,27.00,161.00,18.00,138.00,30.00,28.00,51.00,222.00,18.00,22.00,21.00,14.00,36.00,45.00,22.00,17.00,18.00,15.00,30.00,32.00,19.00,13.00,14.00,164.00,11.00,12.00,13.00,82.00,11.00,11.00,72.00,108.00,17.00,61.00,15.00,15.00,17.00,20.00,11.00,23.00,36.00,20.00,29.00,24.00,36.00,15.00,13.00,15.00,11.00,11.00,18.00,11.00,11.00,22.00,28.00,35.00,26.00,23.00,19.00,11.00,13.00,14.00,13.00,100.00,13.00,25.00,37.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",16.25,54.00,41.00,44.00,42.00,41.00,152.00,27.00,37.00,52.00,47.00,51.00,84.00,92.00,104.00,17.00,27.00,60.00,22.00,23.00,23.00,35.00,22.00,25.00,87.00,42.00,24.00,33.00,33.00,34.00,28.00,165.00,19.00,141.00,32.00,30.00,52.00,225.00,20.00,24.00,22.00,18.00,38.00,46.00,23.00,18.00,17.00,18.00,32.00,34.00,19.00,16.00,15.00,167.00,11.00,12.00,16.00,85.00,12.00,11.00,74.00,111.00,19.00,65.00,14.00,17.00,19.00,20.00,14.00,24.00,37.00,23.00,29.00,25.00,38.00,14.00,14.00,17.00,12.00,11.00,19.00,14.00,13.00,23.00,28.00,36.00,28.00,24.00,19.00,15.00,14.00,15.00,15.00,102.00,15.00,27.00,37.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",16.50,55.00,39.00,43.00,44.00,42.00,153.00,28.00,39.00,54.00,46.00,50.00,85.00,91.00,105.00,17.00,26.00,59.00,24.00,23.00,23.00,36.00,22.00,26.00,86.00,44.00,24.00,33.00,32.00,34.00,30.00,167.00,17.00,144.00,33.00,30.00,50.00,228.00,19.00,22.00,23.00,17.00,38.00,48.00,25.00,18.00,20.00,18.00,32.00,36.00,21.00,17.00,16.00,168.00,11.00,14.00,16.00,86.00,11.00,11.00,76.00,115.00,18.00,65.00,15.00,16.00,20.00,20.00,15.00,24.00,38.00,23.00,30.00,27.00,39.00,15.00,16.00,17.00,14.00,11.00,22.00,13.00,14.00,22.00,29.00,39.00,28.00,24.00,21.00,14.00,14.00,16.00,14.00,103.00,13.00,26.00,37.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",16.75,53.00,41.00,43.00,43.00,40.00,154.00,26.00,38.00,50.00,45.00,48.00,83.00,92.00,105.00,16.00,25.00,60.00,23.00,22.00,21.00,34.00,21.00,20.00,85.00,42.00,22.00,31.00,32.00,34.00,26.00,167.00,18.00,144.00,31.00,27.00,49.00,230.00,18.00,25.00,22.00,16.00,35.00,44.00,23.00,16.00,17.00,15.00,30.00,35.00,19.00,13.00,14.00,170.00,11.00,12.00,15.00,85.00,11.00,11.00,74.00,115.00,18.00,62.00,13.00,15.00,16.00,19.00,12.00,25.00,36.00,19.00,27.00,23.00,37.00,13.00,13.00,14.00,11.00,11.00,18.00,11.00,11.00,21.00,28.00,37.00,27.00,23.00,18.00,14.00,13.00,14.00,12.00,102.00,12.00,26.00,35.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",17.00,54.00,39.00,40.00,42.00,39.00,152.00,27.00,36.00,50.00,46.00,48.00,82.00,91.00,105.00,15.00,25.00,58.00,22.00,22.00,20.00,34.00,22.00,23.00,82.00,43.00,23.00,30.00,32.00,34.00,26.00,168.00,15.00,146.00,31.00,25.00,49.00,229.00,17.00,20.00,20.00,15.00,36.00,44.00,21.00,14.00,16.00,13.00,31.00,34.00,18.00,13.00,14.00,169.00,11.00,11.00,13.00,84.00,11.00,11.00,72.00,116.00,17.00,62.00,14.00,14.00,16.00,18.00,13.00,22.00,34.00,19.00,26.00,23.00,36.00,14.00,13.00,12.00,11.00,11.00,16.00,11.00,11.00,21.00,25.00,34.00,25.00,23.00,19.00,11.00,12.00,12.00,11.00,103.00,12.00,24.00,35.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",17.25,56.00,40.00,45.00,45.00,41.00,158.00,27.00,37.00,52.00,47.00,52.00,87.00,96.00,111.00,18.00,27.00,62.00,24.00,24.00,22.00,35.00,23.00,25.00,84.00,46.00,24.00,32.00,34.00,36.00,28.00,173.00,19.00,151.00,32.00,30.00,51.00,235.00,20.00,25.00,24.00,16.00,38.00,48.00,24.00,18.00,19.00,14.00,31.00,36.00,22.00,18.00,18.00,172.00,11.00,15.00,17.00,88.00,11.00,11.00,76.00,121.00,19.00,65.00,15.00,19.00,17.00,21.00,13.00,25.00,38.00,22.00,27.00,25.00,40.00,15.00,15.00,16.00,13.00,11.00,20.00,12.00,12.00,23.00,28.00,38.00,28.00,24.00,20.00,14.00,14.00,14.00,15.00,107.00,14.00,27.00,36.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",17.50,57.00,38.00,41.00,42.00,40.00,154.00,27.00,39.00,53.00,47.00,49.00,85.00,93.00,110.00,18.00,27.00,60.00,24.00,23.00,23.00,35.00,24.00,25.00,85.00,44.00,25.00,30.00,31.00,35.00,28.00,170.00,18.00,153.00,32.00,27.00,50.00,234.00,19.00,25.00,23.00,17.00,37.00,42.00,23.00,17.00,18.00,16.00,32.00,37.00,19.00,16.00,16.00,171.00,11.00,12.00,16.00,92.00,12.00,11.00,74.00,124.00,20.00,65.00,15.00,17.00,19.00,19.00,14.00,24.00,38.00,21.00,31.00,26.00,39.00,14.00,16.00,16.00,13.00,13.00,19.00,12.00,12.00,22.00,29.00,39.00,28.00,24.00,20.00,12.00,14.00,15.00,13.00,111.00,14.00,26.00,36.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",17.75,55.00,40.00,43.00,40.00,39.00,154.00,24.00,35.00,50.00,47.00,50.00,84.00,93.00,109.00,14.00,25.00,58.00,20.00,21.00,18.00,35.00,20.00,24.00,83.00,40.00,24.00,29.00,31.00,35.00,26.00,174.00,16.00,153.00,29.00,27.00,50.00,236.00,18.00,23.00,21.00,15.00,37.00,43.00,23.00,18.00,17.00,15.00,28.00,33.00,19.00,13.00,13.00,172.00,11.00,13.00,16.00,90.00,11.00,11.00,73.00,122.00,18.00,64.00,14.00,15.00,16.00,18.00,12.00,23.00,37.00,20.00,28.00,23.00,36.00,13.00,12.00,15.00,11.00,11.00,18.00,12.00,13.00,22.00,28.00,36.00,25.00,22.00,19.00,14.00,12.00,14.00,13.00,110.00,14.00,26.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",18.00,55.00,39.00,42.00,43.00,40.00,155.00,24.00,36.00,51.00,47.00,49.00,84.00,93.00,113.00,12.00,24.00,60.00,21.00,21.00,22.00,33.00,19.00,23.00,82.00,42.00,22.00,29.00,31.00,33.00,26.00,174.00,15.00,159.00,31.00,26.00,50.00,238.00,17.00,21.00,21.00,15.00,36.00,43.00,21.00,15.00,17.00,12.00,28.00,34.00,18.00,14.00,15.00,176.00,11.00,12.00,16.00,89.00,11.00,11.00,76.00,125.00,16.00,63.00,13.00,13.00,15.00,18.00,12.00,23.00,37.00,18.00,27.00,22.00,37.00,12.00,15.00,14.00,11.00,11.00,18.00,12.00,12.00,21.00,27.00,36.00,25.00,23.00,17.00,13.00,12.00,13.00,14.00,110.00,14.00,26.00,35.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",18.25,55.00,41.00,45.00,44.00,39.00,159.00,26.00,36.00,51.00,46.00,49.00,83.00,92.00,114.00,16.00,26.00,60.00,23.00,22.00,23.00,36.00,20.00,23.00,82.00,44.00,23.00,30.00,32.00,34.00,27.00,175.00,17.00,159.00,31.00,27.00,49.00,241.00,18.00,23.00,22.00,16.00,37.00,43.00,23.00,18.00,16.00,13.00,29.00,35.00,20.00,13.00,16.00,177.00,11.00,13.00,17.00,91.00,11.00,11.00,73.00,128.00,17.00,65.00,12.00,16.00,18.00,17.00,12.00,24.00,36.00,19.00,26.00,24.00,38.00,13.00,14.00,14.00,12.00,11.00,19.00,11.00,12.00,24.00,27.00,37.00,29.00,22.00,21.00,13.00,16.00,14.00,14.00,111.00,13.00,27.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",18.50,53.00,41.00,44.00,41.00,39.00,155.00,28.00,38.00,52.00,48.00,51.00,85.00,93.00,115.00,15.00,25.00,60.00,24.00,23.00,22.00,36.00,24.00,23.00,84.00,45.00,23.00,30.00,33.00,34.00,28.00,176.00,17.00,164.00,32.00,28.00,52.00,242.00,19.00,22.00,22.00,17.00,36.00,42.00,23.00,18.00,19.00,16.00,31.00,34.00,20.00,14.00,13.00,176.00,11.00,11.00,15.00,97.00,11.00,12.00,78.00,131.00,21.00,63.00,15.00,19.00,18.00,20.00,14.00,25.00,37.00,22.00,30.00,25.00,39.00,16.00,14.00,17.00,13.00,13.00,20.00,12.00,15.00,23.00,29.00,38.00,28.00,24.00,19.00,13.00,14.00,16.00,15.00,118.00,15.00,28.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",18.75,58.00,44.00,46.00,46.00,43.00,161.00,25.00,36.00,52.00,48.00,50.00,86.00,97.00,120.00,19.00,28.00,61.00,24.00,24.00,23.00,38.00,22.00,25.00,85.00,46.00,23.00,32.00,34.00,35.00,28.00,181.00,18.00,165.00,32.00,27.00,51.00,244.00,21.00,26.00,26.00,18.00,38.00,45.00,25.00,19.00,18.00,17.00,29.00,37.00,23.00,17.00,19.00,184.00,11.00,15.00,18.00,93.00,11.00,12.00,75.00,134.00,18.00,67.00,17.00,17.00,20.00,21.00,15.00,25.00,37.00,22.00,30.00,29.00,43.00,17.00,15.00,17.00,12.00,13.00,19.00,11.00,13.00,23.00,28.00,38.00,29.00,25.00,23.00,17.00,16.00,14.00,15.00,116.00,14.00,26.00,35.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",19.00,54.00,40.00,44.00,42.00,39.00,156.00,27.00,36.00,52.00,47.00,48.00,84.00,96.00,118.00,17.00,24.00,59.00,22.00,23.00,21.00,37.00,22.00,24.00,81.00,43.00,24.00,29.00,32.00,34.00,28.00,179.00,18.00,166.00,30.00,29.00,50.00,246.00,19.00,23.00,23.00,17.00,37.00,41.00,23.00,16.00,18.00,14.00,28.00,35.00,20.00,14.00,14.00,179.00,11.00,13.00,15.00,95.00,11.00,11.00,75.00,137.00,16.00,64.00,15.00,16.00,16.00,18.00,14.00,24.00,37.00,21.00,28.00,25.00,36.00,15.00,16.00,16.00,12.00,11.00,17.00,11.00,12.00,24.00,28.00,37.00,28.00,24.00,19.00,15.00,15.00,14.00,12.00,117.00,12.00,26.00,35.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",19.25,54.00,39.00,42.00,41.00,39.00,158.00,26.00,36.00,52.00,46.00,50.00,85.00,97.00,118.00,16.00,25.00,58.00,23.00,21.00,24.00,34.00,21.00,26.00,84.00,45.00,24.00,29.00,33.00,34.00,26.00,179.00,18.00,168.00,32.00,28.00,52.00,246.00,18.00,24.00,22.00,18.00,37.00,40.00,21.00,16.00,19.00,13.00,30.00,36.00,20.00,14.00,14.00,180.00,11.00,13.00,16.00,97.00,11.00,11.00,75.00,136.00,17.00,64.00,13.00,17.00,17.00,19.00,13.00,25.00,38.00,19.00,29.00,25.00,37.00,15.00,16.00,15.00,13.00,12.00,20.00,12.00,13.00,24.00,28.00,36.00,27.00,24.00,20.00,11.00,14.00,14.00,13.00,119.00,14.00,29.00,36.00
